age,annual_income,existing_loans,loan_amount,debt_to_income,late_payments_last_year,credit_history_years,employment_years,creditworthy
47,34250.4,1,20300.29,0.5927,1,15,32,0
25,47355.82,2,8417.15,0.3555,1,14,0,0
40,47441.17,2,6686.24,0.2819,1,15,26,1
31,45620.69,0,21543.85,0.0,1,21,31,1
30,53230.62,2,18170.94,0.6827,0,19,14,1
60,36282.81,3,16357.98,1.3525,2,0,30,0
58,45400.22,0,8228.02,0.0,1,16,5,1
26,53581.39,2,19863.58,0.7414,2,4,24,0
28,43726.65,2,8956.01,0.4096,1,29,17,1
43,26350.14,2,14184.11,1.0765,1,4,21,0
46,30577.67,2,26575.55,1.7382,0,25,30,0
63,57462.78,0,9713.33,0.0,0,6,8,1
32,65887.08,1,2416.09,0.0367,0,12,2,1
46,62629.25,2,6579.62,0.2101,1,11,32,1
33,48482.34,1,22954.39,0.4734,0,3,26,1
60,26953.01,1,17037.85,0.6321,0,29,0,1
38,44904.73,1,13968.98,0.3111,0,24,8,1
45,68433.83,1,10927.25,0.1597,2,3,4,0
53,54277.33,2,18882.88,0.6958,1,22,14,0
60,41887.84,0,8207.16,0.0,4,20,8,0
63,54429.38,3,17445.32,0.9615,2,20,27,0
32,25959.07,0,9149.96,0.0,0,5,12,1
64,34564.93,2,7818.72,0.4524,0,23,23,1
56,28737.13,1,9900.1,0.3445,1,14,9,1
24,52043.58,0,11996.74,0.0,0,20,21,1
25,55711.55,2,14609.36,0.5245,1,18,21,1
57,42692.61,0,16883.65,0.0,2,5,19,0
28,31906.05,0,500.0,0.0,1,29,9,1
62,44703.76,2,8538.8,0.382,1,11,9,0
48,37701.3,0,11867.44,0.0,1,13,25,1
51,33057.44,1,27040.5,0.818,0,17,24,0
29,50084.91,0,6359.98,0.0,1,27,27,1
49,33630.12,1,16302.37,0.4847,0,11,12,0
34,21504.75,0,26960.24,0.0,0,23,14,1
60,24838.28,3,4496.25,0.543,0,23,5,1
61,20951.09,0,18151.8,0.0,0,14,11,1
42,48712.68,0,8581.83,0.0,0,18,18,1
31,47256.08,3,10962.93,0.696,2,27,31,0
43,46507.8,1,8575.11,0.1844,1,7,10,0
21,53815.97,3,9145.14,0.5098,0,8,32,1
57,62879.38,2,36775.3,1.1697,0,4,1,0
41,36116.0,0,21755.65,0.0,1,4,14,0
46,51097.16,1,23813.9,0.466,2,5,4,0
56,21305.77,1,18935.95,0.8887,2,22,14,0
43,65680.65,1,2149.95,0.0327,0,2,9,1
21,26327.53,0,18159.66,0.0,1,4,16,0
60,34348.78,2,23583.44,1.3731,0,0,33,0
35,36034.36,2,8172.8,0.4536,0,10,23,0
41,22105.94,0,22722.61,0.0,1,25,9,1
29,45488.63,0,20634.69,0.0,0,20,29,1
29,48208.56,5,29816.32,3.0924,2,19,2,0
30,42158.79,0,11657.74,0.0,2,0,2,0
46,21896.29,0,6219.11,0.0,0,6,4,1
61,74750.79,1,12106.98,0.162,1,14,27,1
55,53238.46,2,26484.57,0.9949,0,16,13,0
45,84513.33,1,500.0,0.0059,1,28,10,1
46,32923.36,2,500.0,0.0304,0,7,7,1
31,59368.23,1,15715.16,0.2647,0,29,7,1
58,56689.11,1,11459.29,0.2021,0,25,11,1
22,40641.37,2,15061.82,0.7412,2,27,14,0
27,66165.76,1,22562.49,0.341,2,1,18,0
38,38918.85,1,10579.45,0.2718,1,25,27,1
47,39586.63,1,500.0,0.0126,1,12,6,1
54,10000.0,1,31355.85,3.1353,1,11,6,0
47,51135.42,1,7022.17,0.1373,2,4,29,0
37,25117.35,2,6527.7,0.5198,0,12,17,0
63,36739.18,0,23829.76,0.0,1,5,23,1
64,29606.71,1,11924.09,0.4027,0,24,5,1
44,39506.53,4,14492.88,1.4674,1,14,3,0
45,51658.2,0,18862.32,0.0,0,29,2,1
27,45167.12,0,23668.66,0.0,0,22,5,1
26,55644.62,1,12332.31,0.2216,0,21,25,1
44,63984.44,2,27159.62,0.8489,2,20,10,0
53,39468.06,4,500.0,0.0507,1,21,28,1
49,37821.49,2,21078.3,1.1146,1,29,19,0
63,59365.91,0,8283.78,0.0,2,10,9,0
42,60555.71,0,25978.17,0.0,1,3,25,1
46,56108.86,1,16136.36,0.2876,0,0,26,1
48,30717.32,0,9616.76,0.0,0,14,13,1
41,51339.83,1,20302.73,0.3954,0,11,11,1
27,46642.06,3,22145.51,1.4244,0,8,22,0
37,60787.93,0,20135.15,0.0,0,10,20,1
40,36406.92,3,6762.43,0.5572,0,4,7,0
61,20000.85,1,11127.86,0.5563,0,23,8,1
40,55353.55,0,14967.42,0.0,2,6,23,0
42,10000.0,1,14669.92,1.4668,0,7,30,0
48,34027.3,0,20997.96,0.0,0,0,24,1
60,29652.07,1,500.0,0.0169,2,24,16,0
27,29550.98,2,17674.62,1.1962,0,0,28,0
21,33764.53,1,12680.15,0.3755,1,2,2,0
52,63260.6,1,8292.0,0.1311,2,7,20,0
33,57308.33,4,9060.11,0.6324,1,27,7,1
50,41224.04,4,13283.7,1.2889,0,10,13,0
43,62004.35,1,500.0,0.0081,2,0,15,0
39,29065.54,1,9389.68,0.323,0,13,17,1
52,27025.75,1,7993.48,0.2958,2,0,30,0
50,57953.95,0,19262.27,0.0,0,5,10,1
49,53694.65,2,8555.79,0.3187,0,20,19,1
49,38096.05,2,13279.09,0.6971,2,26,3,0
50,27968.09,0,27338.21,0.0,1,5,19,1
36,66895.98,1,22954.81,0.3431,0,2,30,1
60,19198.46,1,22218.17,1.1572,0,9,19,0
39,36023.61,1,11001.02,0.3054,1,11,10,0
38,48428.65,0,19344.26,0.0,2,9,0,0
21,72032.47,1,13128.82,0.1823,0,21,17,1
34,50746.5,0,13431.25,0.0,1,1,32,1
22,52204.57,1,18277.48,0.3501,1,23,17,0
48,36459.24,0,10224.05,0.0,1,27,30,1
50,53527.2,5,26944.02,2.5168,2,21,34,0
58,46579.64,3,13718.96,0.8836,1,12,14,0
24,21173.03,0,19946.88,0.0,0,15,5,1
21,56894.02,3,26644.8,1.4049,0,12,7,0
28,59555.9,0,23253.23,0.0,0,3,21,1
49,57050.48,0,3728.65,0.0,3,3,0,0
59,45499.92,1,18559.17,0.4079,0,29,12,1
23,30657.35,0,21805.76,0.0,1,10,23,1
52,10362.24,1,22134.9,2.1359,0,22,20,0
30,47355.8,2,6093.64,0.2574,1,13,3,0
30,61229.13,3,9743.72,0.4774,1,2,6,0
39,59932.99,0,22956.47,0.0,1,26,11,1
54,57241.09,0,8905.92,0.0,0,18,12,1
53,43886.84,2,12602.43,0.5743,2,21,15,0
43,61311.96,1,27607.01,0.4503,2,24,5,0
48,58862.43,2,14617.61,0.4967,4,0,13,0
52,38660.5,1,9185.81,0.2376,1,4,30,0
27,55148.97,1,7979.06,0.1447,0,16,34,1
49,36960.61,0,17661.75,0.0,1,0,9,0
28,53100.36,1,4334.82,0.0816,1,18,16,1
21,25513.25,2,13021.31,1.0207,0,18,29,0
23,26666.82,2,17665.84,1.3249,0,3,6,0
44,60873.11,0,25393.2,0.0,1,18,17,1
43,59063.4,2,20340.38,0.6888,0,5,18,0
28,54504.17,1,9287.48,0.1704,0,27,14,1
57,46319.53,1,24427.35,0.5274,1,14,21,1
23,10000.0,1,12603.88,1.2603,1,3,29,0
53,43876.86,1,5114.38,0.1166,1,23,19,1
48,51812.75,1,13623.67,0.2629,0,0,31,1
28,36979.0,0,26505.35,0.0,2,23,24,0
54,34312.59,0,16321.92,0.0,0,26,22,1
55,66666.31,1,15100.17,0.2265,0,16,4,1
52,44095.67,2,28097.69,1.2744,0,10,29,0
44,51821.93,1,3549.16,0.0685,0,16,26,1
34,56611.97,3,4715.21,0.2499,1,22,6,1
52,29978.44,1,2073.23,0.0692,1,0,4,0
63,47898.11,1,17981.19,0.3754,0,8,14,1
36,64794.67,0,16331.95,0.0,1,13,7,1
24,72288.35,2,27341.89,0.7565,1,14,8,0
57,45599.05,2,16947.8,0.7433,0,23,10,1
41,41430.85,0,11766.74,0.0,2,28,21,1
34,49035.36,0,15014.36,0.0,0,0,33,1
51,48654.56,0,15941.66,0.0,3,1,34,0
38,65801.37,2,1625.91,0.0494,1,17,12,1
27,30054.12,1,36682.65,1.2205,0,17,10,0
30,40801.9,2,19158.97,0.9391,1,5,31,0
27,28242.88,0,16680.07,0.0,0,19,14,1
53,29818.58,2,19921.31,1.3361,0,7,0,0
43,50648.61,2,20675.29,0.8164,0,0,23,0
41,57147.87,0,13875.57,0.0,2,14,21,0
39,35259.12,0,9950.07,0.0,2,9,2,0
39,56581.42,1,19795.61,0.3499,0,29,13,1
56,61673.68,1,18085.69,0.2932,2,3,1,0
49,74020.59,1,8520.88,0.1151,0,9,31,1
38,46046.2,1,26352.28,0.5723,0,10,32,0
22,35403.53,2,17346.82,0.9799,1,4,5,0
21,29962.92,3,20838.55,2.0864,1,8,24,0
25,28473.1,1,26135.37,0.9179,1,4,33,0
40,63746.71,2,15175.11,0.4761,2,28,10,0
31,22273.57,2,17535.62,1.5745,1,10,6,0
62,63266.23,0,21480.22,0.0,2,2,21,1
22,31973.38,2,9201.11,0.5755,0,26,9,1
23,34721.91,2,15432.41,0.8889,0,3,20,0
43,42726.67,3,16004.39,1.1237,3,9,5,0
32,34445.18,1,7351.53,0.2134,0,6,0,0
40,58979.7,1,33541.09,0.5687,1,0,33,0
25,72200.16,0,3741.65,0.0,1,26,13,1
57,35138.52,0,4615.17,0.0,0,5,26,1
58,38516.43,1,25513.81,0.6624,3,7,8,0
50,42550.19,1,20706.13,0.4866,0,16,5,0
29,53115.85,0,6792.28,0.0,1,23,30,1
54,42697.74,1,19858.31,0.4651,1,6,16,0
64,65808.86,1,26742.8,0.4064,3,0,20,0
55,62199.36,2,14757.9,0.4745,0,8,26,0
42,27218.06,1,35790.58,1.3149,4,10,27,0
64,52814.52,0,1207.51,0.0,1,18,15,1
44,67805.09,1,20550.59,0.3031,0,1,34,1
37,37578.29,0,24332.23,0.0,0,22,34,1
30,40586.03,0,22130.75,0.0,0,10,18,1
50,37079.45,0,13365.15,0.0,0,2,20,1
43,37393.87,2,12676.47,0.678,0,16,32,0
52,19973.23,1,18553.16,0.9289,0,9,22,0
37,25075.28,1,21526.04,0.8584,0,28,5,0
37,46162.11,1,19819.79,0.4293,0,2,31,0
34,67703.97,1,23320.46,0.3444,0,21,21,1
29,35799.59,1,6849.04,0.1913,1,2,2,0
60,35358.64,1,13177.83,0.3727,0,20,34,1
22,70522.82,1,7479.87,0.1061,2,24,15,1
45,28376.14,3,11911.1,1.2592,3,6,24,0
59,20081.35,1,23121.77,1.1513,1,1,16,0
29,32572.27,1,15863.87,0.487,2,0,12,0
42,35058.23,2,35854.87,2.0454,1,6,27,0
63,18788.2,1,16547.25,0.8807,2,19,10,0
24,43079.37,3,15477.54,1.0778,1,10,9,0
46,59226.7,1,15849.46,0.2676,0,22,23,1
49,25710.68,0,9897.53,0.0,1,5,23,0
54,46313.67,3,14537.31,0.9416,1,22,32,0
43,50939.04,0,24022.3,0.0,0,3,16,1
57,43749.24,1,15911.77,0.3637,1,18,34,1
31,47785.39,0,8652.32,0.0,1,27,5,1
26,47959.91,1,7599.32,0.1584,2,20,15,0
38,32809.08,2,11398.38,0.6948,0,18,27,0
41,67478.74,0,15590.91,0.0,1,13,31,1
62,63716.35,1,24548.69,0.3853,2,2,25,0
56,62848.67,3,4276.09,0.2041,2,3,10,0
61,60205.14,2,12441.39,0.4133,1,7,24,1
58,21375.31,2,16154.48,1.5114,0,17,30,0
54,58890.94,0,500.0,0.0,1,3,20,1
37,54834.02,1,8331.21,0.1519,0,10,2,1
57,21952.15,0,9560.89,0.0,0,15,11,1
45,41776.34,2,8632.24,0.4132,0,2,24,1
58,49151.9,2,16535.12,0.6728,2,6,16,0
32,69964.76,2,13715.52,0.3921,0,1,18,1
43,55870.86,1,10557.71,0.189,0,0,1,1
62,32031.51,0,18423.7,0.0,0,25,16,1
42,70430.83,0,28784.6,0.0,0,0,29,1
41,45656.7,2,28114.05,1.2315,2,5,9,0
47,41162.38,1,500.0,0.0121,0,18,34,1
51,40093.23,0,19616.58,0.0,0,6,32,1
26,20646.67,0,13575.81,0.0,1,23,0,1
47,43353.46,0,16241.24,0.0,0,4,17,1
60,52462.28,0,11813.74,0.0,0,20,3,1
54,39219.25,3,15940.71,1.2193,2,27,26,0
32,51306.79,1,16211.26,0.316,0,17,24,1
27,32034.13,0,10368.39,0.0,2,23,27,1
30,42886.08,2,7829.06,0.3651,0,25,21,1
37,49748.1,1,11410.43,0.2294,1,12,24,0
46,47844.91,3,16874.07,1.058,0,0,16,0
41,20918.02,1,19791.97,0.9461,1,9,11,0
48,38414.91,1,21826.79,0.5682,0,8,15,0
22,70161.94,5,11046.48,0.7872,2,16,15,0
63,37613.31,1,17270.76,0.4592,1,0,16,0
21,45237.11,1,22700.02,0.5018,0,0,30,1
56,43698.66,1,24324.76,0.5566,1,6,14,0
46,68523.6,1,14529.34,0.212,0,3,12,1
49,64355.52,0,13232.55,0.0,0,27,26,1
41,57112.96,1,16528.99,0.2894,1,22,20,1
31,30401.37,0,5802.34,0.0,0,20,1,1
60,50387.75,0,13451.12,0.0,1,11,7,1
31,53519.13,1,20956.69,0.3916,1,15,6,0
56,34520.93,2,20135.58,1.1665,3,13,9,0
59,31942.24,1,12837.86,0.4019,1,22,3,0
60,70575.21,1,16741.75,0.2372,1,9,34,1
55,40487.95,0,8402.8,0.0,0,13,2,1
54,69224.65,2,20627.94,0.596,0,6,17,1
44,59956.41,0,14377.43,0.0,0,3,23,1
42,51118.15,3,12792.39,0.7507,2,1,31,0
25,51787.97,3,12106.21,0.7013,2,23,33,0
53,23993.71,1,14496.85,0.6042,0,17,1,0
56,48101.62,0,11416.98,0.0,0,15,1,1
40,66255.31,1,20265.14,0.3059,0,8,9,1
39,55220.09,1,11837.73,0.2144,0,4,22,1
55,47315.05,3,27743.71,1.759,0,8,14,0
63,70679.06,1,26721.68,0.3781,0,24,11,1
37,42224.39,0,7867.65,0.0,0,29,16,1
63,35706.66,2,15557.63,0.8714,1,7,17,0
54,47307.48,0,9794.75,0.0,1,23,13,1
29,56497.01,0,12386.82,0.0,1,19,16,1
46,19233.09,1,31019.42,1.6127,0,15,14,0
22,49273.03,1,12539.43,0.2545,0,29,11,1
29,57155.18,1,17881.81,0.3129,0,19,15,1
29,40955.38,0,19330.57,0.0,0,29,31,1
60,61604.47,3,6994.97,0.3406,1,17,22,1
37,54617.8,1,8159.24,0.1494,1,3,33,1
21,77120.75,0,5351.82,0.0,0,15,33,1
45,33740.96,2,7912.23,0.469,1,3,15,0
63,57460.65,2,500.0,0.0174,2,5,33,1
60,29740.14,1,19356.66,0.6508,0,2,6,0
62,20769.5,1,31433.55,1.5134,1,17,32,0
45,14467.04,2,16182.57,2.237,0,14,3,0
59,53074.86,0,3669.85,0.0,0,7,6,1
55,47763.72,1,9857.79,0.2064,0,17,17,1
23,37814.23,2,11328.99,0.5992,1,23,3,0
57,18397.43,0,6859.32,0.0,0,22,10,1
64,34644.2,1,21881.46,0.6316,4,2,19,0
64,45061.4,1,21482.08,0.4767,0,5,10,0
50,56897.54,1,5756.39,0.1012,1,21,14,1
58,44751.96,2,20800.65,0.9296,2,25,16,0
54,48780.91,1,27214.5,0.5579,0,29,33,1
32,39358.01,1,30220.47,0.7678,0,20,11,1
39,71238.36,3,37921.7,1.5969,0,28,27,0
57,29726.26,2,7784.06,0.5237,1,23,34,0
64,34511.43,1,37593.76,1.0893,1,14,7,0
37,37614.63,0,12166.35,0.0,3,26,26,1
30,53140.57,0,10260.28,0.0,2,11,21,1
32,29417.1,0,17616.58,0.0,0,4,23,1
36,47035.78,1,10343.51,0.2199,1,6,1,0
44,47473.65,0,18192.35,0.0,1,21,30,1
39,34584.63,0,4439.38,0.0,2,26,21,0
28,49949.69,3,13089.98,0.7862,0,14,0,0
51,29882.79,1,25284.66,0.8461,3,6,13,0
41,28243.89,0,14543.51,0.0,0,12,24,1
37,46494.09,0,16132.77,0.0,0,24,2,1
43,20103.67,0,18802.07,0.0,1,2,4,0
57,12827.96,2,24365.29,3.7985,0,25,0,0
36,52992.5,2,1758.2,0.0664,0,22,18,1
26,60734.55,0,19676.19,0.0,0,12,32,1
28,37997.95,2,12854.89,0.6766,1,25,29,0
45,34978.94,1,16333.1,0.4669,2,2,11,0
38,60083.03,2,23479.6,0.7816,3,28,9,0
45,27816.93,0,5446.51,0.0,0,1,33,1
32,24549.41,1,6898.84,0.281,0,27,15,1
35,55614.55,2,500.0,0.018,2,22,28,1
46,45135.57,2,10606.73,0.47,0,3,14,0
61,60973.15,3,25643.46,1.2617,0,16,10,0
46,12896.01,2,14035.3,2.1765,1,5,33,0
52,23989.89,0,4279.0,0.0,1,10,29,0
30,45214.98,1,11114.57,0.2458,0,5,34,1
36,51265.11,2,3097.11,0.1208,0,21,8,1
27,57704.96,0,5998.51,0.0,0,1,17,1
37,47622.27,1,18110.55,0.3803,0,16,18,1
43,47469.83,2,5609.01,0.2363,0,2,3,1
46,39158.98,2,23901.07,1.2207,0,11,5,0
41,68863.57,2,14431.04,0.4191,0,13,32,1
42,28454.65,0,15684.76,0.0,0,1,31,1
27,50385.3,2,12773.02,0.507,1,21,15,1
34,30182.87,1,21182.78,0.7018,2,28,10,0
35,53021.68,1,21265.28,0.4011,1,27,21,1
27,29444.74,1,17680.43,0.6004,3,21,22,0
29,56157.24,2,19518.31,0.6951,0,28,25,1
28,46681.57,1,13303.28,0.285,0,4,30,1
43,71169.59,0,19337.62,0.0,1,9,28,1
49,40784.71,4,12296.98,1.206,0,9,4,0
38,51374.49,1,15017.85,0.2923,1,20,24,1
51,33305.16,0,12802.85,0.0,0,8,33,1
50,40681.6,0,11342.25,0.0,2,29,11,1
59,46586.24,1,9487.11,0.2036,1,20,21,1
55,22091.7,0,18741.52,0.0,3,12,8,0
38,23735.64,0,25484.85,0.0,0,9,19,1
62,53997.89,4,24368.82,1.8051,0,5,28,0
59,42808.7,1,4947.48,0.1156,1,10,28,1
37,36106.1,0,25313.62,0.0,1,3,26,1
34,33945.21,2,12454.73,0.7338,0,25,16,0
51,34522.67,1,19805.86,0.5737,0,13,4,0
44,46688.26,0,7750.28,0.0,2,29,12,1
55,51675.54,0,16135.84,0.0,0,16,14,1
64,13618.39,0,17509.79,0.0,1,19,14,1
54,66192.51,0,3123.16,0.0,1,1,17,1
23,65125.51,1,19866.14,0.305,1,9,1,0
57,10040.18,0,25767.48,0.0,3,2,22,0
63,61288.9,2,13602.82,0.4439,0,6,12,0
60,60828.28,0,25881.35,0.0,1,6,3,1
46,45006.68,1,13482.45,0.2996,1,0,24,0
43,25542.47,4,21796.68,3.4133,0,7,10,0
64,60228.42,1,500.0,0.0083,0,22,11,1
59,41381.53,2,34350.22,1.6601,1,0,12,0
35,53233.18,1,26963.67,0.5065,1,7,8,0
24,78288.02,2,12723.0,0.325,0,13,5,1
49,48777.55,1,500.0,0.0103,1,13,9,1
42,31246.73,1,17304.23,0.5538,1,1,22,0
45,39964.04,2,3448.6,0.1726,1,7,14,1
33,33158.32,1,18558.83,0.5597,0,18,22,1
38,51502.35,2,18292.53,0.7103,1,9,33,0
53,32908.99,0,7468.77,0.0,0,6,15,1
36,37907.23,0,23967.74,0.0,1,12,31,1
62,25733.54,2,21444.6,1.6666,0,21,4,0
64,43018.69,2,22806.59,1.0603,2,20,16,0
22,47651.32,0,15070.86,0.0,0,14,21,1
55,10000.0,1,3675.81,0.3675,0,10,17,0
62,48893.6,4,22822.98,1.8671,1,25,27,0
54,44314.5,1,12837.03,0.2897,0,13,12,1
50,33525.12,1,3881.76,0.1158,1,10,0,0
33,75429.43,1,25816.31,0.3423,0,1,18,1
33,59377.15,0,31795.26,0.0,1,1,33,1
38,28553.96,1,14670.01,0.5137,0,28,3,1
52,57573.55,1,32272.97,0.5605,2,11,2,0
52,63667.47,1,15730.52,0.2471,2,14,9,0
55,46980.31,2,11956.35,0.509,1,16,27,1
59,50421.63,1,9956.33,0.1975,2,13,33,1
49,50075.2,2,28096.66,1.1222,0,24,18,0
49,13712.76,1,8758.85,0.6387,0,15,2,0
64,42196.96,2,20882.15,0.9897,0,26,22,0
36,41416.31,0,10526.69,0.0,0,7,16,1
64,66452.33,0,11317.55,0.0,0,23,6,1
30,50005.92,2,23242.0,0.9296,1,16,25,0
50,40535.84,1,11959.71,0.295,2,4,17,0
45,43648.13,1,11761.64,0.2695,1,11,5,1
59,60350.78,0,24062.44,0.0,0,5,30,1
40,42231.23,1,27779.18,0.6578,1,17,28,0
25,34527.07,0,20157.52,0.0,3,25,8,0
21,40864.47,2,9761.84,0.4778,1,4,34,1
50,59110.44,0,10915.13,0.0,0,5,16,1
23,52442.47,0,15639.32,0.0,1,8,11,1
34,45664.02,0,17567.44,0.0,0,14,23,1
50,47873.09,2,7097.07,0.2965,0,9,9,1
24,36603.86,2,20784.3,1.1356,1,16,29,0
38,42090.76,3,15684.11,1.1179,1,28,28,0
57,35050.44,3,1274.33,0.1091,0,25,9,1
45,40578.31,2,7568.59,0.373,0,18,27,1
21,65192.67,1,10966.97,0.1682,0,11,17,1
35,28831.92,0,14417.14,0.0,1,8,16,0
29,34669.24,2,30114.23,1.7372,0,14,10,0
35,26185.52,2,16905.37,1.2912,1,13,0,0
44,22936.37,3,8273.82,1.0821,0,0,16,0
24,42198.42,1,16765.05,0.3973,0,16,8,1
32,35735.86,1,12183.3,0.3409,2,0,27,0
57,71425.33,1,17598.07,0.2464,1,22,32,1
57,40757.3,3,19644.54,1.4459,0,28,2,0
63,64340.95,1,24673.85,0.3835,2,20,7,0
26,59520.1,1,14805.71,0.2487,1,21,5,0
59,41865.69,2,28111.68,1.3429,0,12,5,0
44,76652.03,2,22264.18,0.5809,0,29,28,1
31,49028.01,1,9340.48,0.1905,0,7,11,1
33,67695.14,1,32678.85,0.4827,1,29,8,1
54,65948.95,3,17615.96,0.8013,0,12,18,0
45,51219.72,2,8319.0,0.3248,4,15,16,0
27,56266.96,0,28223.3,0.0,3,1,31,0
24,54361.07,2,31622.22,1.1634,0,12,34,0
28,27836.08,1,14735.8,0.5294,1,17,13,0
40,45859.36,3,10970.8,0.7177,0,2,15,0
49,61113.71,1,13621.0,0.2229,0,12,20,1
30,67892.79,2,20717.85,0.6103,1,18,11,1
63,34190.4,0,25222.85,0.0,1,12,23,1
54,52932.47,2,19563.9,0.7392,1,18,33,0
46,47263.05,2,15813.79,0.6692,2,3,7,0
61,43231.89,1,26984.09,0.6242,0,18,20,1
23,50340.04,0,12497.31,0.0,3,17,7,0
26,48269.96,2,23247.35,0.9632,1,24,27,0
25,53121.11,3,12695.5,0.717,2,5,15,0
25,66625.75,0,18448.18,0.0,2,18,9,1
43,56761.91,1,14091.5,0.2483,0,24,14,1
29,49658.87,1,14553.18,0.2931,0,3,3,0
55,72969.38,0,11980.91,0.0,1,3,25,1
40,61648.94,1,25758.83,0.4178,0,23,14,1
62,43614.02,2,9136.59,0.419,1,6,31,0
55,26743.19,0,9078.14,0.0,1,6,3,0
38,30182.54,1,31967.95,1.0591,0,25,8,0
37,58998.49,2,22822.78,0.7737,2,22,34,0
44,35545.31,3,500.0,0.0422,1,25,27,1
23,29879.17,0,10477.93,0.0,0,15,8,1
52,33628.72,1,504.09,0.015,0,26,1,1
55,34689.24,2,7394.47,0.4263,0,15,2,0
58,57759.72,2,500.0,0.0173,1,4,4,1
33,42648.87,1,13904.08,0.326,0,14,9,1
45,24414.38,1,5864.47,0.2402,1,22,27,0
29,45465.67,1,15479.24,0.3405,0,3,14,1
24,48333.99,2,1999.03,0.0827,1,23,13,1
34,37809.95,2,15663.29,0.8285,2,24,22,0
57,62338.28,1,11680.67,0.1874,1,12,12,0
54,38685.92,0,27015.62,0.0,2,27,15,0
31,61625.07,2,26290.85,0.8532,1,18,29,0
61,53951.74,3,21282.76,1.1834,0,6,7,0
23,58899.08,1,12387.09,0.2103,1,11,16,1
48,28521.74,1,30883.04,1.0828,0,25,29,0
49,46474.65,0,2575.72,0.0,0,8,16,1
29,44207.58,2,3771.53,0.1706,1,16,34,0
23,23669.9,0,14329.74,0.0,1,1,0,0
45,61575.91,1,33032.3,0.5364,0,15,23,1
54,32738.99,1,13381.29,0.4087,1,6,24,0
32,35856.48,0,13534.04,0.0,1,28,1,1
62,29800.26,1,3464.72,0.1163,0,17,24,1
29,55517.79,1,22567.44,0.4065,0,6,13,0
35,22111.05,2,22625.41,2.0464,2,0,32,0
60,54268.12,2,21312.6,0.7854,0,2,16,0
45,60667.71,0,9966.23,0.0,1,20,30,1
25,53057.68,2,9346.35,0.3523,3,29,9,0
31,55689.43,0,4655.02,0.0,1,27,5,1
54,56393.2,0,15670.98,0.0,1,29,24,1
44,30758.64,1,6356.74,0.2067,0,10,29,1
35,66521.02,1,5580.67,0.0839,0,21,33,1
58,38098.86,0,11610.47,0.0,0,14,17,1
28,44004.19,3,11086.75,0.7558,0,28,23,0
25,40010.44,0,10696.17,0.0,2,24,26,1
46,52373.13,1,18731.56,0.3576,1,24,26,1
38,36929.44,1,15632.38,0.4233,1,2,20,0
26,46003.74,1,12694.75,0.2759,1,29,18,1
57,26469.84,1,16464.1,0.622,0,23,22,1
33,62469.98,1,7067.78,0.1131,0,12,14,1
48,55061.11,1,15842.23,0.2877,1,3,1,0
25,40616.1,2,16204.82,0.7979,0,22,34,1
33,37962.76,1,2975.63,0.0784,2,21,19,1
37,54669.42,2,22965.55,0.8401,1,7,27,0
60,34390.6,1,7948.53,0.2311,0,21,14,1
52,46880.48,1,15722.48,0.3354,1,3,15,0
49,62420.98,1,24315.29,0.3895,1,17,32,1
23,32831.14,1,22405.41,0.6824,2,6,11,0
60,50529.01,1,15274.67,0.3023,0,10,19,1
54,49735.88,1,12100.01,0.2433,1,28,28,1
60,43539.95,0,22580.1,0.0,0,26,2,1
47,37443.16,0,20397.56,0.0,1,3,4,0
33,63221.96,1,10053.08,0.159,0,12,1,1
53,36036.47,1,8640.85,0.2398,1,8,22,0
26,17819.42,3,500.0,0.0842,1,8,25,1
44,54608.0,0,16232.25,0.0,0,22,25,1
39,26980.45,0,14338.42,0.0,1,20,6,0
36,55378.22,0,24089.53,0.0,0,18,9,1
60,65023.55,3,17872.44,0.8246,0,2,4,0
48,54446.25,2,25673.83,0.9431,0,24,11,0
53,61071.17,0,9421.09,0.0,1,24,31,1
61,75300.74,1,24105.2,0.3201,1,11,30,1
33,59501.41,2,10768.67,0.362,0,28,21,1
63,49958.6,0,21220.77,0.0,2,10,16,0
45,69509.22,1,3329.93,0.0479,1,19,19,1
62,71321.63,0,16881.08,0.0,2,10,19,0
56,71531.58,3,500.0,0.021,0,16,7,1
47,37617.85,2,12862.9,0.6839,0,28,33,1
58,24689.72,2,18522.83,1.5004,0,25,22,0
27,36702.12,1,10832.25,0.2951,1,20,27,1
25,55554.62,1,6596.5,0.1187,0,13,12,1
63,47387.38,3,21768.95,1.3781,1,15,28,0
51,41902.79,1,14172.3,0.3382,0,23,7,1
43,53407.22,0,11083.43,0.0,0,9,10,1
62,22937.92,1,15335.17,0.6685,0,3,17,0
30,47117.54,1,36093.35,0.766,0,9,24,0
52,61776.86,1,24228.02,0.3922,2,25,21,1
63,53239.73,3,24300.59,1.3693,0,19,34,0
50,55377.15,0,18484.37,0.0,1,28,28,1
59,68960.59,1,16331.88,0.2368,0,11,20,1
51,44007.85,1,500.0,0.0114,1,29,6,1
38,35203.63,0,9568.16,0.0,0,8,11,1
56,62842.73,2,11155.4,0.355,1,14,23,1
22,62566.81,0,500.0,0.0,0,8,31,1
34,53374.38,0,5740.67,0.0,0,6,26,1
33,42594.43,2,500.0,0.0235,0,25,31,1
49,45020.69,0,14693.41,0.0,1,23,31,1
32,25848.41,2,21550.13,1.6674,0,11,31,0
